"individual","KephLevel","RegulatoryBody","FacilityType","Owner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19431","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19432","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19433","Level 2","Kenya MPDB - Institution","Basic primary health care facility","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19434","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Kenya Episcopal Conference-Catholic Secretariat"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19435","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Christian Health Association of Kenya"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19436","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19437","Level 2","Clinical Officers Council","Basic primary health care facility","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19438","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19439","Level 2","Nursing Council of Kenya (Private Practice)","Basic primary health care facility","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19440","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19441","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19442","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19443","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19444","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19445","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19446","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19447","Level 3","Nursing Council of Kenya (Private Practice)","Basic primary health care facility","Non-Governmental Organizations"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19448","Level 2","Pharmacy & Poisons Board","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19449","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19450","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19451","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19452","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19455","Level 3","Nursing Council of Kenya (Private Practice)","Basic primary health care facility","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19457","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19458","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19459","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19460","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19461","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19462","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19463","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19465","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19466","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19467","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19468","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19469","Level 3","Clinical Officers Council","Basic primary health care facility","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19470","Level 2","Kenya Medical Laboratory, Tech & Technologists Board","Laboratory","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19471","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Non-Governmental Organizations"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19472","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19473","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19475","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19476","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19477","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19478","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19479","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19480","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19481","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19482","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19483","Level 2","Kenya Medical Laboratory, Tech & Technologists Board","Laboratory","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19484","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19486","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19487","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19488","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Non-Governmental Organizations"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19489","Level 2","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19490","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19491","Level 2","Other","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19492","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19494","Level 2","Pharmacy & Poisons Board","Dispensaries and clinic-out patient only","Non-Governmental Organizations"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19498","Level 2","Kenya Medical Laboratory, Tech & Technologists Board","Laboratory","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19499","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19503","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19504","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19506","Level 2","Kenya Medical Laboratory, Tech & Technologists Board","Laboratory","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19508","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19512","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Non-Governmental Organizations"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19513","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19515","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Non-Governmental Organizations"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19519","Level 2","Kenya MPDB - Private Practice","Laboratory","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19520","Level 3","Kenya MPDB - Institution","Administrative Offices","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19522","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19524","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19529","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19531","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19534","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19536","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19538","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19539","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19540","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19541","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19542","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19543","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19544","Level 2","Kenya Medical Laboratory, Tech & Technologists Board","Laboratory","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19545","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19546","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19548","Level 2","Kenya Medical Laboratory, Tech & Technologists Board","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19550","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19551","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19553","Level 2","Kenya Medical Laboratory, Tech & Technologists Board","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19555","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19557","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19559","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19560","Level 2","Kenya Medical Laboratory, Tech & Technologists Board","Laboratory","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19562","Level 3","Kenya MPDB - Institution","Basic primary health care facility","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19563","Level 2","Other","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19564","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19565","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19566","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19568","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19569","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19571","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19572","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19574","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19576","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19580","Level 2","Other","Basic primary health care facility","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19582","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19589","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19590","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19591","Level 2","Other","Dispensaries and clinic-out patient only","Other Faith Based"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19594","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Non-Governmental Organizations"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19596","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19597","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19598","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19599","Level 2","Ministry of Health","VCT","Non-Governmental Organizations"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19602","Level 3","Other","Basic primary health care facility","Christian Health Association of Kenya"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19603","Level 4","Kenya MPDB - Private Practice","Primary care hospitals","Private Practice - Medical Specialist"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19604","Level 2","Kenya Medical Laboratory, Tech & Technologists Board","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19605","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19606","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19612","Level 3","Nursing Council of Kenya (Private Practice)","Basic primary health care facility","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19613","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19616","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19617","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19621","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19622","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19624","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19625","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19626","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19628","Level 2","Other","VCT","Other Faith Based"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19629","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19630","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Unspecified"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19632","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19633","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19635","Level 2","Other","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19638","Level 2","Other","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19644","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19645","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19647","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19648","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19651","Level 2","Other","Dispensaries and clinic-out patient only","Christian Health Association of Kenya"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19652","Level 2","Pharmacy & Poisons Board","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19653","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19656","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19657","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19658","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19661","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19662","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19664","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19665","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19666","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19667","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19669","Level 3","Ministry of Health","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19670","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19671","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19672","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19674","Level 2","Ministry of Health","Basic primary health care facility","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19676","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19684","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Public Institution"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19685","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19686","Level 2","Kenya Medical Laboratory, Tech & Technologists Board","Laboratory","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19687","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19688","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19689","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19690","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19692","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19696","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19700","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Christian Health Association of Kenya"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19701","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19703","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Medical Specialist"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19706","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19707","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Non-Governmental Organizations"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19708","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19709","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19710","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19713","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19714","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
